sra	bioproject	biosample	DOI	platform	read_length	strategy	stranded	organism	accession	host	host_accession	tissue	hpi	plant_tissue	treatment	sample_material	notes	
SRR21299496	PRJNA874732	SAMN30565911	https://doi.org/10.1111/mpp.13278	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	in vitro	Minimal medium + glucose + soybean stem extract	colony				1% glucose minimal media with 1% soybean stem extract		
SRR21299497	PRJNA874732	SAMN30565912	https://doi.org/10.1111/mpp.13279	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	in vitro	Minimal medium + glucose + soybean stem extract	colony				1% glucose minimal media with 1% soybean stem extract		
SRR21299492	PRJNA874732	SAMN30565907	https://doi.org/10.1111/mpp.13274	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980 dSsAOX	in vitro	Minimal medium + glucose + soybean stem extract	colony				1% glucose minimal media with 1% soybean stem extract	SsAOX is an alcohol oxidase knockout mutant	
SRR21299493	PRJNA874732	SAMN30565908	https://doi.org/10.1111/mpp.13275	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980 dSsAOX	in vitro	Minimal medium + glucose + soybean stem extract	colony				1% glucose minimal media with 1% soybean stem extract		
SRR21299494	PRJNA874732	SAMN30565909	https://doi.org/10.1111/mpp.13276	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980 dSsAOX	in vitro	Minimal medium + glucose + soybean stem extract	colony				1% glucose minimal media with 1% soybean stem extract		
SRR22227239	PRJNA899438	SAMN31655747		ILLUMINA	100	PE		Sclerotinia sclerotiorum		Arabidopsis thaliana	AT1703	lesion	72	leaf	3		Possibly unpublished?	
SRR22227240	PRJNA899438	SAMN31655747		ILLUMINA	100	PE		Sclerotinia sclerotiorum		Arabidopsis thaliana	AT1703	lesion	72	leaf	3		Possibly unpublished?	
SRR22227241	PRJNA899438	SAMN31655748		ILLUMINA	100	PE		Sclerotinia sclerotiorum		Arabidopsis thaliana	AT1703	lesion	72	leaf	3		Possibly unpublished?	
SRR22227242	PRJNA899438	SAMN31655748		ILLUMINA	100	PE		Sclerotinia sclerotiorum		Arabidopsis thaliana	AT1703	lesion	72	leaf	3		Possibly unpublished?	
SRR22227243	PRJNA899438	SAMN31655749		ILLUMINA	100	PE		Sclerotinia sclerotiorum		Arabidopsis thaliana	AT1703	lesion	72	leaf	3		Possibly unpublished?	
SRR22227244	PRJNA899438	SAMN31655749		ILLUMINA	100	PE		Sclerotinia sclerotiorum		Arabidopsis thaliana	AT1703	lesion	72	leaf	3		Possibly unpublished?	
SRR22227245	PRJNA899438	SAMN31655750		ILLUMINA	100	PE		Sclerotinia sclerotiorum		Arabidopsis thaliana	AT1703	lesion	48	leaf	2		Possibly unpublished?	
SRR22227246	PRJNA899438	SAMN31655750		ILLUMINA	100	PE		Sclerotinia sclerotiorum		Arabidopsis thaliana	AT1703	lesion	48	leaf	2		Possibly unpublished?	
SRR22227247	PRJNA899438	SAMN31655751		ILLUMINA	100	PE		Sclerotinia sclerotiorum		Arabidopsis thaliana	AT1703	lesion	48	leaf	2		Possibly unpublished?	
SRR22227248	PRJNA899438	SAMN31655751		ILLUMINA	100	PE		Sclerotinia sclerotiorum		Arabidopsis thaliana	AT1703	lesion	48	leaf	2		Possibly unpublished?	
SRR22227249	PRJNA899438	SAMN31655752		ILLUMINA	100	PE		Sclerotinia sclerotiorum		Arabidopsis thaliana	AT1703	lesion	48	leaf	2		Possibly unpublished?	
SRR22227250	PRJNA899438	SAMN31655752		ILLUMINA	100	PE		Sclerotinia sclerotiorum		Arabidopsis thaliana	AT1703	lesion	48	leaf	2		Possibly unpublished?	
SRR22227257	PRJNA899438	SAMN31655756		ILLUMINA	100	PE		Sclerotinia sclerotiorum		Arabidopsis thaliana	Col-0	lesion	72	leaf	3		Possibly unpublished?	
SRR22227258	PRJNA899438	SAMN31655756		ILLUMINA	100	PE		Sclerotinia sclerotiorum		Arabidopsis thaliana	Col-0	lesion	72	leaf	3		Possibly unpublished?	
SRR22227259	PRJNA899438	SAMN31655757		ILLUMINA	100	PE		Sclerotinia sclerotiorum		Arabidopsis thaliana	Col-0	lesion	72	leaf	3		Possibly unpublished?	
SRR22227260	PRJNA899438	SAMN31655757		ILLUMINA	100	PE		Sclerotinia sclerotiorum		Arabidopsis thaliana	Col-0	lesion	72	leaf	3		Possibly unpublished?	
SRR22227261	PRJNA899438	SAMN31655758		ILLUMINA	100	PE		Sclerotinia sclerotiorum		Arabidopsis thaliana	Col-0	lesion	72	leaf	3		Possibly unpublished?	
SRR22227262	PRJNA899438	SAMN31655758		ILLUMINA	100	PE		Sclerotinia sclerotiorum		Arabidopsis thaliana	Col-0	lesion	72	leaf	3		Possibly unpublished?	
SRR22227263	PRJNA899438	SAMN31655759		ILLUMINA	100	PE		Sclerotinia sclerotiorum		Arabidopsis thaliana	Col-0	lesion	48	leaf	2		Possibly unpublished?	
SRR22227264	PRJNA899438	SAMN31655759		ILLUMINA	100	PE		Sclerotinia sclerotiorum		Arabidopsis thaliana	Col-0	lesion	48	leaf	2		Possibly unpublished?	
SRR22227265	PRJNA899438	SAMN31655760		ILLUMINA	100	PE		Sclerotinia sclerotiorum		Arabidopsis thaliana	Col-0	lesion	48	leaf	2		Possibly unpublished?	
SRR22227266	PRJNA899438	SAMN31655760		ILLUMINA	100	PE		Sclerotinia sclerotiorum		Arabidopsis thaliana	Col-0	lesion	48	leaf	2		Possibly unpublished?	
SRR22714936	PRJNA908905	SAMN32146840		ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus				leaf		from plant	Possibly unpublished?	
SRR22714937	PRJNA908905	SAMN32146839		ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus				leaf		from plant	Possibly unpublished?	
SRR22714938	PRJNA908905	SAMN32146838		ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus				leaf		from plant	Possibly unpublished?	
SRR22714939	PRJNA908905	SAMN32146837		ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus				leaf		from plant	Possibly unpublished?	
SRR22714940	PRJNA908905	SAMN32146836		ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	in vitro	PDA	colony				from PDA medium	Possibly unpublished?	
SRR22714941	PRJNA908905	SAMN32146835		ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	in vitro	PDA	colony				from PDA medium	Possibly unpublished?	
SRR22714944	PRJNA908905	SAMN32146834		ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	in vitro	PDA	colony				from PDA medium	Possibly unpublished?	
SRR22714945	PRJNA908905	SAMN32146833		ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	in vitro	PDA	colony				from PDA medium	Possibly unpublished?	
SRR22714934	PRJNA908905	SAMN32146842		ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	in vitro	PDA + proline	colony				from PDA medium contained proline	Possibly unpublished?	
SRR22714935	PRJNA908905	SAMN32146841		ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	in vitro	PDA + proline	colony				from PDA medium contained proline	Possibly unpublished?	
SRR22714942	PRJNA908905	SAMN32146844		ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	in vitro	PDA + proline	colony				from PDA medium contained proline	Possibly unpublished?	
SRR22714943	PRJNA908905	SAMN32146843		ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	in vitro	PDA + proline	colony				from PDA medium contained proline	Possibly unpublished?	
SRR22895001	PRJNA916092	SAMN32413703		ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus				leaf		Parallel RNA-Seq experiment of S.s 1980 when dual-culutured with incompatible S.s strain on PDA or inplanta	Possibly unpublished?	
SRR22895002	PRJNA916092	SAMN32413702		ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus				leaf		Parallel RNA-Seq experiment of S.s 1980 when dual-culutured with incompatible S.s strain on PDA or inplanta	Possibly unpublished?	
SRR22895003	PRJNA916092	SAMN32413701		ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus				leaf		Parallel RNA-Seq experiment of S.s 1980 when dual-culutured with incompatible S.s strain on PDA or inplanta	Possibly unpublished?	
SRR22895004	PRJNA916092	SAMN32413700		ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus				leaf		Parallel RNA-Seq experiment of S.s 1980 when dual-culutured with incompatible S.s strain on PDA or inplanta	Possibly unpublished?	
SRR22894997	PRJNA916092	SAMN32413699		ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	in vitro	PDA	colony				Parallel RNA-Seq experiment of S.s 1980 when dual-culutured with incompatible S.s strain on PDA or inplanta	Possibly unpublished?	
SRR22894998	PRJNA916092	SAMN32413698		ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	in vitro	PDA	colony				Parallel RNA-Seq experiment of S.s 1980 when dual-culutured with incompatible S.s strain on PDA or inplanta	Possibly unpublished?	
SRR22894999	PRJNA916092	SAMN32413697		ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	in vitro	PDA	colony				Parallel RNA-Seq experiment of S.s 1980 when dual-culutured with incompatible S.s strain on PDA or inplanta	Possibly unpublished?	
SRR22895000	PRJNA916092	SAMN32413696		ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	in vitro	PDA	colony				Parallel RNA-Seq experiment of S.s 1980 when dual-culutured with incompatible S.s strain on PDA or inplanta	Possibly unpublished?	
